[Mon Aug 04 18:49:10.555231 2025] [php:error] [pid 1716:tid 1188] [client ::1:56260] script 'C:/MyServer/www/info.php' not found or unable to stat, referer: http://localhost/
[Tue Aug 05 01:02:28.242176 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ibase_pconnect(): Implicitly marking parameter $role as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ibase.php on line 483
[Tue Aug 05 01:02:28.242176 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ibase_pconnect(): Implicitly marking parameter $sync as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ibase.php on line 483
[Tue Aug 05 01:02:28.243173 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\db2_autocommit(): Implicitly marking parameter $value as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ibmDb2.php on line 49
[Tue Aug 05 01:02:28.243173 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\db2_bind_param(): Implicitly marking parameter $parameter_type as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ibmDb2.php on line 99
[Tue Aug 05 01:02:28.243173 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\db2_execute(): Implicitly marking parameter $parameters as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ibmDb2.php on line 307
[Tue Aug 05 01:02:28.246105 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\getimagesize(): Implicitly marking parameter $imageinfo as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 69
[Tue Aug 05 01:02:28.246105 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\image2wbmp(): Implicitly marking parameter $foreground as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 94
[Tue Aug 05 01:02:28.246105 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imageaffine(): Implicitly marking parameter $clip as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 121
[Tue Aug 05 01:02:28.246105 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imagefilter(): Implicitly marking parameter $arg1 as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 1370
[Tue Aug 05 01:02:28.246105 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imagefilter(): Implicitly marking parameter $arg2 as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 1370
[Tue Aug 05 01:02:28.246105 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imagefilter(): Implicitly marking parameter $arg3 as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 1370
[Tue Aug 05 01:02:28.246105 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imagefilter(): Implicitly marking parameter $arg4 as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 1370
[Tue Aug 05 01:02:28.247153 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imagewbmp(): Implicitly marking parameter $foreground as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 2554
[Tue Aug 05 01:02:28.247153 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imagexbm(): Implicitly marking parameter $foreground as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 2609
[Tue Aug 05 01:02:28.247674 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imap_append(): Implicitly marking parameter $options as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 25
[Tue Aug 05 01:02:28.247674 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imap_append(): Implicitly marking parameter $internal_date as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 25
[Tue Aug 05 01:02:28.248694 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imap_headerinfo(): Implicitly marking parameter $defaulthost as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 570
[Tue Aug 05 01:02:28.248694 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imap_mail(): Implicitly marking parameter $additional_headers as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 787
[Tue Aug 05 01:02:28.248694 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imap_mail(): Implicitly marking parameter $cc as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 787
[Tue Aug 05 01:02:28.248694 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imap_mail(): Implicitly marking parameter $bcc as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 787
[Tue Aug 05 01:02:28.248694 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imap_mail(): Implicitly marking parameter $rpath as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 787
[Tue Aug 05 01:02:28.248694 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imap_sort(): Implicitly marking parameter $search_criteria as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 1328
[Tue Aug 05 01:02:28.248694 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\imap_sort(): Implicitly marking parameter $charset as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 1328
[Tue Aug 05 01:02:28.250078 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\getopt(): Implicitly marking parameter $longopts as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\info.php on line 195
[Tue Aug 05 01:02:28.250078 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ingres_connect(): Implicitly marking parameter $database as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 335
[Tue Aug 05 01:02:28.250078 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ingres_connect(): Implicitly marking parameter $username as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 335
[Tue Aug 05 01:02:28.250078 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ingres_connect(): Implicitly marking parameter $password as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 335
[Tue Aug 05 01:02:28.250078 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ingres_connect(): Implicitly marking parameter $options as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 335
[Tue Aug 05 01:02:28.250078 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ingres_execute(): Implicitly marking parameter $params as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 367
[Tue Aug 05 01:02:28.250078 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ingres_execute(): Implicitly marking parameter $types as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 367
[Tue Aug 05 01:02:28.250078 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ingres_pconnect(): Implicitly marking parameter $database as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 506
[Tue Aug 05 01:02:28.250078 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ingres_pconnect(): Implicitly marking parameter $username as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 506
[Tue Aug 05 01:02:28.250078 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ingres_pconnect(): Implicitly marking parameter $password as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 506
[Tue Aug 05 01:02:28.250078 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ingres_pconnect(): Implicitly marking parameter $options as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 506
[Tue Aug 05 01:02:28.253140 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_add_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 18
[Tue Aug 05 01:02:28.253140 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_add(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 48
[Tue Aug 05 01:02:28.253140 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_bind_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 69
[Tue Aug 05 01:02:28.254168 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_delete_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 173
[Tue Aug 05 01:02:28.254168 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_delete(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 193
[Tue Aug 05 01:02:28.254168 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_exop_passwd(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 218
[Tue Aug 05 01:02:28.254168 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_exop(): Implicitly marking parameter $reqdata as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 266
[Tue Aug 05 01:02:28.254168 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_list(): Implicitly marking parameter $attributes as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 801
[Tue Aug 05 01:02:28.254168 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_list(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 801
[Tue Aug 05 01:02:28.254168 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_mod_add_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 837
[Tue Aug 05 01:02:28.254168 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_mod_add(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 859
[Tue Aug 05 01:02:28.254168 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_mod_del_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 880
[Tue Aug 05 01:02:28.254168 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_mod_del(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 903
[Tue Aug 05 01:02:28.254168 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_mod_replace_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 924
[Tue Aug 05 01:02:28.255128 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_mod_replace(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 946
[Tue Aug 05 01:02:28.255128 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_modify_batch(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1041
[Tue Aug 05 01:02:28.255128 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_read(): Implicitly marking parameter $attributes as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1196
[Tue Aug 05 01:02:28.255128 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_read(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1196
[Tue Aug 05 01:02:28.255128 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_rename_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1234
[Tue Aug 05 01:02:28.255128 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_rename(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1258
[Tue Aug 05 01:02:28.255128 2025] [php:notice] [pid 8532:tid 1200] [client ::1:56955] PHP Deprecated:  Safe\\ldap_sasl_bind(): Implicitly marking parameter $binddn as nullable is deprecated, the explicit nullable type must be used instead in C:\\MyServer\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1282
